name,company,street,postcode,city,country,capacity,energy_source,technology,chp,commissioned,type,lat,lon,eic_code,energy_source_level_1,energy_source_level_2,energy_source_level_3,additional_info,comment,source
OLATE,"ONATIKO UR-JAUZIAK, S.A.",,,Onati,ES,4.72,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
ERROTABERRI,"ASTIZUBI,S.L.",,,Azkoitia,ES,0.45,Hydro,,,2007,,,,,"Renewable energy",Hydro,,,,SEDE
BERDABIO,"BERDABIO, S.A.",,,Oiartzun,ES,0.86,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"NUESTRA SENORA DE LAS MERCEDES","ENERDUERO ZAMORANA, S.A.",,,Villaralbo,ES,2.308,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
ALBERDIKOA,"ELECTRA VARDULIA, S.L.",,,Zestoa,ES,0.11,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
LANDALUCIA,"ACTIVA HIDROELECTRICAS,S.L.",,,Guenes,ES,0.12,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"COGENERACION INCUSA","INDUSTRIAS DEL CURTIDO, S.A.",,,Silla,ES,1.976,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"CH FOLCRA","ACCIONA SALTOS DE AGUA, SL",,,"Sant Joan de les Abadesses",ES,0.616,Hydro,,,1989,,,,,"Renewable energy",Hydro,,,,SEDE
"BALET I VENDREL","HIDROELECTRICA DEL VALLES, S.A.",,,"Sant Vicenc de Castellet",ES,0.62,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
XAUDIERA,"INVERSIONES XAUDIERA SOLE, S.A.",,,"Montagut i Oix",ES,0.18,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"FRIGORIFICS ESTEVE RIERA","FRIGORIFICS ESTEVE RIERA, S.A.",,,"Vall den Bas (La)",ES,0.936,Oil,,,,,,,,"Fossil fuels",Oil,,,,SEDE
"CAN RIERA","FILATS GONFAUS, S.A.",,,Puig-reig,ES,0.365,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"MOLINO DE ARRIBA","C.ELECTRICAS RUIPEREZ,S.A",,,"Peralejos de las Truchas",ES,0.911,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"C.H. LA ISLA","ISLALUZ, S.L.",,,"Santovenia de Pisuerga",ES,1.884,Hydro,,,1995,,,,,"Renewable energy",Hydro,,,,SEDE
"SAN PEDRO","PROMOCION Y ESTUDIO MINICENTRAL.,SA",,,"Oseja de Sajambre",ES,1.853,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
UBAO-TOQUILLO,"ONATICO UR-JAUZIAK,S.A.",,,Onati,ES,0.548,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
OTSINVERDE,"IBAIA ENERGIA, S.L.",,,Zaldibia,ES,1.434,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
CORDINANES,"NAVARRO GENERACION, S.A.",,,"Posada de Valdeon",ES,9.8,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"PAPELERA DE CASTILLA","EUROPAC & C (ANTES MULTIENERGIAS)",,,Duenas,ES,8.866,"Natural gas",,,2010,,,,,"Fossil fuels","Natural gas",,,,SEDE
"CENTRAL HIDROELECTRICA EL GOLLIZNO","ANGULO ANAYA S.L.",,,Moclin,ES,0.153,Hydro,,,1996,,,,,"Renewable energy",Hydro,,,,SEDE
INTERMALTA,"IESA (INTERMALTA ENERGIA, S.A.)",,,"San Adrian",ES,3.33,"Natural gas",,,2011,,,,,"Fossil fuels","Natural gas",,,,SEDE
ANTREL,"ANTREL, A.I.E.",,,Angles,ES,6.512,Oil,,,,,,,,"Fossil fuels",Oil,,,,SEDE
FONTSECA,"HIDROELECTRICA DEL GUADALOPE,S.A.",,,Castellote,ES,0.31,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
ZUFRISA,"ZUFRISA,S.A.",,,Calatorao,ES,18.586,Oil,,,,,,,,"Fossil fuels",Oil,,,,SEDE
VILANNA,"PROMOCIONS ENERGETIQUES, S.A.",,,Bescano,ES,0.6,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"ECOPARC DEL MEDITERRANI, S.A","ECOPARC DEL MEDITERRANI, S.A",,,"Sant Adria de Besos",ES,4.215,"Biomass and biogas",,,2007,,,,,"Renewable energy",Bioenergy,"Biomass and biogas",,,SEDE
"COGENERACION 7,4 MW PARA TRATAMIENTO Y REDUCCION DE PURINES","TRATAMIENTOS CINCA MEDIO, S.L.",,,Monzon,ES,7.4,"Other or unspecified energy sources",,,2008,,,,,"Other or unspecified energy sources",,,,,SEDE
CULMASUR,"CULTIVOS MARINOS DEL SUR, S.A.",,,"Isla Cristina",ES,0.4,Oil,,,,,,,,"Fossil fuels",Oil,,,,SEDE
"ASFALTOS CHOVA, S.A.","ASFALTOS CHOVA, S.A.",,,"Tavernes de la Valldigna",ES,5.2,"Natural gas",,,1999,,,,,"Fossil fuels","Natural gas",,,,SEDE
"SAT ANSO SECADO FORRAJE Y CEREALES(1900KW,28/10/03","SAT 3043 ANSO",,,Tauste,ES,4,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"C.H. EN ALARCON","CIENER, S.A.U.",,,Alarcon,ES,15.89,Hydro,,,2006,,,,,"Renewable energy",Hydro,,,,SEDE
"TRATAMIENTO LODOS  COOPERATIVAS A. ALBACETENSES","COOPERATIVAS AGRICOLAS  ALBACETENSES",,,"Gineta (La)",ES,9.96,"Other or unspecified energy sources",,,,,,,,"Other or unspecified energy sources",,,,,SEDE
"COGENERACION DE PURINES EN MONZON","ENERGYWORKS MONZON, S.L",,,Monzon,ES,14.8,"Natural gas",,,2006,,,,,"Fossil fuels","Natural gas",,,,SEDE
"GEGSA I","GEPESA (ANTES GEGSA)",,,"San Roque",ES,37,"Natural gas",,,1993,,,,,"Fossil fuels","Natural gas",,,,SEDE
"TENERIAS OMEGA","TENERIAS OMEGA, S.A.",,,Pamplona/Iruna,ES,2.4,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"ST. JAMES INDUSTRIAS","ST. JAMES INDUSTRIAS, S.L.",,,"Sierra de Yeguas",ES,11.7,"Non-renewable waste",,,,,,,,"Fossil fuels","Non-renewable waste",,,,SEDE
"HOSPITAL UNIV. VIRGEN DE LAS NIEVES","SERVICIO ANDALUZ DE SALUD (S.A.S.)",,,Granada,ES,1.628,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"PIENSOS CIMA - AREVALO","PIENSOS CIMA, S.A.",,,Arevalo,ES,7.07,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"APROVECHAMIENTO HIDROELECTRICO  LA INESUCA","LA INESUCA, S.L.",,,Molledo,ES,0.264,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"C.H. LA IBIENZA","CEGA ENERGIAS, S.L.",,,"Zarzuela del Pinar",ES,0.625,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"FUENTE ALAMO III","CARDENAL BELLUGA, S.L.",,,"Fuente Alamo de Murcia",ES,15,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"POLIAMIDAS Y ALUMINIOS PENARROYA-PUEBLONUEVO","POLIAMIDAS Y ALUMINIOS PENARROYA-PUEBLON",,,Penarroya-Pueblonuevo,ES,13,Oil,,,,,,,,"Fossil fuels",Oil,,,,SEDE
"C.H. CENTRAL DE ABAJO","VICTORINO JOSE PENA GONZALEZ",,,Frias,ES,0.23,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"SAICA 2","S.A.INDUSTRIAS CELULOSA ARAGONESA",,,"Burgo de Ebro (El)",ES,46.9,"Natural gas",,,2010,,41.544164,-0.675767,,"Fossil fuels","Natural gas",,,,SEDE
"CENTRAL DE COGENERACION DE FMC FORET, S.A. (FOREL)","PEROXYCHEM SPAIN S.L.",,,"Zaida (La)",ES,5.33,"Natural gas",,,1996,,,,,"Fossil fuels","Natural gas",,,,SEDE
"EL CANAL","COMUNIDAD DE REGANTES DEL GUADALOPE",,,Calanda,ES,2.128,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"SANTA MARINA","HIDROELECTRICA DE QUIROS, S.A.",,,Quiros,ES,2.692,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
NISERIAS,CEPRISA,,,"Penamellera Alta",ES,0.2,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
VILACOBA,"SALTO DE VILACOBA, S.A.",,,Lousame,ES,1.2,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
CORCOESTO,"HIDRO ENERGIA XANA",,,"Cabana de Bergantinos",ES,1.15,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
MERZA,"FOMENSA HISPANIA, S.L.",,,Silleda,ES,2.9,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
FECHA,"HIDRO ENERGIA XANA",,,"Santiago de Compostela",ES,2.2,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"CH MAURICI ROSET, 1","TUNELS DE BARCELONA I CADI, CGC SA",,,Baga,ES,0.808,Hydro,,,1987,,,,,"Renewable energy",Hydro,,,,SEDE
MALAGARRIGA,"SALVADOR SERRA, S.A.",,,Pinos,ES,0.663,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"SALT CANET","EMPRESAS ENERGETICAS REUNIDAS, SL",,,Alpicat,ES,0.38,Hydro,,,1990,,,,,"Renewable energy",Hydro,,,,SEDE
REYENVAS,"REYENVAS, S.A.",,,"Alcala de Guadaira",ES,1.64,"Natural gas",,,2005,,,,,"Fossil fuels","Natural gas",,,,SEDE
"C.H. DE A MERCA","HIDROELECTRICA DE LA MERCA, S.L.",,,"Merca (A)",ES,4.8,Hydro,,,2007,,,,,"Renewable energy",Hydro,,,,SEDE
"C. H. DE CABALAR","ELECTRA DE CABALAR GENERACION, S.L.",,,"Capela (A)",ES,0.06,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"C.H. EL CANTO","DUEROCANTO, S.L.",,,"Villanueva de Duero",ES,0.475,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
TRAMOSA,"TRABAJOS AGRICOLAS Y MOVIMIENTOS, S.A.",,,"Ciudad Rodrigo",ES,2.328,"Natural gas",,,2006,,,,,"Fossil fuels","Natural gas",,,,SEDE
"CERAMICA ZARATAN","CERAMICAS ZARATAN, SA",,,Valladolid,ES,1,"Natural gas",,,2006,,,,,"Fossil fuels","Natural gas",,,,SEDE
MURGUES,"HIDRAULICAS DEL BIDASOA, S.A.",,,Igantzi,ES,0.314,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
ALIER,"ALIER, SA",,,Rossello,ES,23.4,"Natural gas",,,1998,,,,,"Fossil fuels","Natural gas",,,,SEDE
"COGENERACION EL SALTO","COGENERACION EL SALTO, S.L.",,,Zuera,ES,1.296,Oil,,,,,,,,"Fossil fuels",Oil,,,,SEDE
TIRMADRID,"TIRMADRID, S.A.",,,Madrid,ES,29.8,"Non-renewable waste",,,,,,,,"Fossil fuels","Non-renewable waste",,,,SEDE
BOVEDILLAS,"BOVEDILLAS CERAMICAS ANDALUZAS,S.A.",,,"Arcos de la Frontera",ES,3.871,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"OLESA DE MONTSERRAT","KAO CORPORATION, S.A.",,,"Olesa de Montserrat",ES,5.58,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"LOS NAVARROS","SOCIEDAD CANAL HUERTA ALICANTE,S.A.",,,Novelda,ES,0.17,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"C.H. VEGA DE CABALLEROS","C.H. VEGA DE CABALLEROS, S.L.",,,"Barrios de Luna (Los)",ES,0.025,Hydro,,,2005,,,,,"Renewable energy",Hydro,,,,SEDE
"PLANTA TRAT.LODOS MONZON DE CAMPOS","AZUCARERA EBRO, S.L.",,,"Monzon de Campos",ES,15,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"TRATAMIENTO DE VERTIDOS SALINOS EN LAVADO JAMONES","TECNICAS DE COGENERACION DE CALAMOCHA, S.L.",,,Calamocha,ES,6.564,"Other or unspecified energy sources",,,2005,,,,,"Other or unspecified energy sources",,,,,SEDE
"C.H. AMERAUN","AMERAUN, S.L.",,,Berastegi,ES,1.595,Hydro,,,2000,,,,,"Renewable energy",Hydro,,,,SEDE
"COMPACGLASS, S.L.","COMPACGLASS, S.L.",,,Onda,ES,9.75,"Natural gas",,,2005,,,,,"Fossil fuels","Natural gas",,,,SEDE
"EDAR BAJO BIDASOA","TXINGUDIKO ZERB.- S TXINGUDI, S.A.",,,Hondarribia,ES,1.545,"Natural gas",,,2004,,,,,"Fossil fuels","Natural gas",,,,SEDE
"C.H. PALANCAR","HIDROPALANCAR, S.L.",,,"Pont de Bar (El)",ES,4.945,Hydro,,,2012,,,,,"Renewable energy",Hydro,,,,SEDE
"C.H. DE PUENTE VILARINO","HIDROELECTRICA PUENTE VILARINO, S.L.",,,Rodeiro,ES,0.12,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"ADS JUNEDA 2","VALORITZACIONS AGRORAMADERES LES GARRIGUES, S.L.",,,Juneda,ES,1.332,"Biomass and biogas",,,2004,,,,,"Renewable energy",Bioenergy,"Biomass and biogas",,,SEDE
"COGENERACION DESALADORA DUAL, SL","COGENERACION DESALADORA DUAL, SL",,,Murcia,ES,1.5,"Natural gas",,,2007,,,,,"Fossil fuels","Natural gas",,,,SEDE
"CERM (INQUITEX, S.A.)","COGENERACION ENERGIAS RENOVABLES Y MEDIOAMBIENTE, S.L.",,,Andoain,ES,9.959,"Other or unspecified energy sources",,,2007,,,,,"Other or unspecified energy sources",,,,,SEDE
"C.H. TOURO (SALTO N 2)","PATRIMONIO HIDROELECTRICO DE GALICIA, S.L.",,,"Vila de Cruces",ES,12.812,Hydro,,,2007,,,,,"Renewable energy",Hydro,,,,SEDE
"PISCIFACTORIA LA GORGUITA","PROYECTIA DESARROLLO Y APOYO A PROYECTOS, S.L.",,,Amposta,ES,0.99,"Natural gas",,,2007,,,,,"Fossil fuels","Natural gas",,,,SEDE
"UNION INDUSTRIAL PAPELERA","COGENERACION UFIC, SA",,,"Pobla de Claramunt (La)",ES,32.583,"Natural gas",,,2008,,41.551169,1.683909,,"Fossil fuels","Natural gas",,,,SEDE
"C. H. DE NARAIO","HIDROELECTRICA RIO CASTRO, SL",,,"San Sadurnino",ES,0.315,Hydro,,,2008,,,,,"Renewable energy",Hydro,,,,SEDE
"CENTRAL DE ERROTABARRI","INMUEBLES Y EXPLOTACIONES AGROPECUARIAS NAVARRAS, S.L.",,,Bedia,ES,0.4413,Hydro,,,2005,,,,,"Renewable energy",Hydro,,,,SEDE
ABLANEDA,"ENERSOS V, S.L.U.",,,"Corvera de Asturias",ES,2.2,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
LATASA,"SANIRI S.L.",,,Imotz,ES,0.2,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"EL BATAN","C.H. ELECTRA BATAN, S.L.",,,Coristanco,ES,0.24,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
TABLICIA,"TABLEROS HISPANOS, S.L.U.",,,Lugo,ES,7.24,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
CALDONES,"H. RIO LENA, S.A.",,,Gijon,ES,0.4,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
LAMBREABE,"MINICENTRALES ARGI, S.A.",,,Zeanuri,ES,0.976,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"TRUCHAS DEL CINCA","NEO SC EL GRADO, SLU",,,"Grado (El)",ES,23.92,"Natural gas",,,1999,,,,,"Fossil fuels","Natural gas",,,,SEDE
"ENERSUR SIGLO 21","ENERSUR SIGLO 21 S.L.",,,Vilches,ES,21,Oil,,,1999,,,,,"Fossil fuels",Oil,,,,SEDE
"ZORITA DE VALVERDON","HIDROELECTRICA ZORITA VALVERDON,SA",,,Valverdon,ES,1.042,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"ENERVAP COGENERACION (UNIFICADA CON RE-1795)","ENERVAP COGENERACION Y SERVICIOS",,,Agullent,ES,0.995,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
GORMAZ,"HIDROELECTRICA DE FUENTERMOSA, S.L.",,,Gormaz,ES,0.44,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"COGENERACION C.D. AMAYA","CIUDAD DEPORTIVA AMAYA",,,Pamplona/Iruna,ES,0.2,"Natural gas",,,2011,,,,,"Fossil fuels","Natural gas",,,,SEDE
"COGENERACION HOSPITAL GOMEZ ULLA","GAS NATURAL FENOSA RENOVABLES, S.L.U.",,,Madrid,ES,5.8144,"Natural gas",,,2003,,,,,"Fossil fuels","Natural gas",,,,SEDE
"CG ILERPROTEIN","ILERPROTEIN, SL",,,Almacelles,ES,7.765,"Natural gas",,,2011,,,,,"Fossil fuels","Natural gas",,,,SEDE
TECNOCAUCHO,"TECNOCAUCHO, S.A.",,,"Quart de Poblet",ES,0.55161,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"CH PENDIS","HIDRODATA, SA",,,Baga,ES,1.24,Hydro,,,1994,,,,,"Renewable energy",Hydro,,,,SEDE
"CH MOLINOS","HIDRODATA, SA",,,"Torre de Cabdella (La)",ES,13.5,Hydro,,,1989,,,,,"Renewable energy",Hydro,,,,SEDE
MORENTIN,"VITTELLO NORTE S.L.",,,Morentin,ES,0.6,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"CENTRAL HIROELECTRICA LA MURTA","VIESGO RENOVABLES, S.L",,,Moratalla,ES,0.974,Hydro,,,1959,,,,,"Renewable energy",Hydro,,,,SEDE
"COGENERACION NESTLE SEVARES","EDP COGENERACION, S.L.",,,Pilona,ES,5.468,"Natural gas",,,2004,,,,,"Fossil fuels","Natural gas",,,,SEDE
IRURZUN,"VITELLO NORTE S.L.",,,Irurtzun,ES,0.784,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"FINCA BARCILES","RAYMA ASSET MANAGEMENT, S.L.",,,"Anover de Tajo",ES,5.826,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"MADERAS BESTEIRO","MADERAS BESTEIRO, S.L.",,,Lugo,ES,3.026,Oil,,,,,,,,"Fossil fuels",Oil,,,,SEDE
RELCAMP,"RECKITT BENCKISER (GRANOLLERS), SLU",,,Granollers,ES,3.68,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"SAMUEL SOLORZANO","AYUNTAMIENTO DE BEJAR",,,Bejar,ES,2.1,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
PENELLES,"SALT DE PENELLES, SA",,,Penelles,ES,0.25,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"HOSPITAL DE NAVARRA","GIROA, S.A.",,,Pamplona/Iruna,ES,1,"Natural gas",,,2011,,,,,"Fossil fuels","Natural gas",,,,SEDE
"INDUSTRIAS ROKO","INDUSTRIAS ROKO, S.A.",,,Llanera,ES,0.282,"Natural gas",,,2012,,,,,"Fossil fuels","Natural gas",,,,SEDE
DORNA,"GAS NATURAL FENOSA RENOVABLES, S.L.U.",,,Cotobade,ES,2.68,Hydro,,,1992,,,,,"Renewable energy",Hydro,,,,SEDE
PAVASAL,"PAVASAL, S.A.",,,"Quart de Poblet",ES,0.922,"Other or unspecified energy sources",,,2007,,,,,"Other or unspecified energy sources",,,,,SEDE
"CH OSOR","ACCIONA SALTOS DE AGUA, SL",,,"Cellera de Ter (La)",ES,0.472,Hydro,,,1989,,,,,"Renewable energy",Hydro,,,,SEDE
"MOLI DE FOIX","AYUNTAMIENTO DE SOLSONA",,,Lladurs,ES,0.06,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"BERGA 1","CAN TURO, S.A.",,,Berga,ES,0.41,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
LANZAHITA,"AYUNTAMIENTO DE LANZAHITA",,,Lanzahita,ES,1.97,Hydro,,,1996,,,,,"Renewable energy",Hydro,,,,SEDE
"COGENERACION BONDUELLE","BONDUELLE ESPANA,S.A.",,,Milagro,ES,1.74,Oil,,,,,,,,"Fossil fuels",Oil,,,,SEDE
"CH TRAVY","ACCIONA SALTOS DE AGUA, SL",,,Esponella,ES,0.2,Hydro,,,1994,,,,,"Renewable energy",Hydro,,,,SEDE
"ALOS DISIL","APROFITAMENTS ENERGETICS ALT ANEU",,,"Alt Aneu",ES,0.558,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
TRINITAT,"AIGUES TER LLOBREGAT",,,Barcelona,ES,1.964,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"CERAMICA EL PARAISO","CERAMICA EL PARAISO, S.A.",,,Pantoja,ES,0.979,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"CH SERRADAL","ALPAPAT, SL",,,"Sant Joan de les Abadesses",ES,0.6,Hydro,,,1983,,,,,"Renewable energy",Hydro,,,,SEDE
"HOSPITAL ST.JAUME","HOSPITAL ST. JAUME DE CALELLA",,,Calella,ES,0.22,Oil,,,,,,,,"Fossil fuels",Oil,,,,SEDE
FLACA,"LES FINQUES, S.A.",,,Flaca,ES,0.39,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"PERE VALLS","PERE VALLS, S.A.",,,"Sant Pere de Riudebitlles",ES,0.627,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"CG LA MORAVIA","COMPANIA DE EXPLOTACIONES ENERGETICAS, SL",,,"Bell-lloc dUrgell",ES,0.31,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"EL CARMEN","ELECTRO CENTRAL EL CARMEN, S.L.",,,Estella/Lizarra,ES,0.277,Hydro,,,1997,,,,,"Renewable energy",Hydro,,,,SEDE
"SALTO DE LABASTIDA","CIENER, S.A.U (ANTES SOFOENSA)",,,Labastida/Bastida,ES,4.698,Hydro,,,1999,,,,,"Renewable energy",Hydro,,,,SEDE
"TRATAMIENTO PURINES ALCAUDETE DE LA JARA","ECOENERGIA INTEGRAL, S.A.",,,"Alcaudete de la Jara",ES,1.68,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"APARTAMENTOS TUTELADOS ROCHAPEA S-16","AYUNTAMIENTO DE PAMPLONA",,,Pamplona/Iruna,ES,0.044,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"SALTO DE TUDELA","ACCIONA ENERGIA, S.A.",,,Tudela,ES,5,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"REC DELS QUATRE POBLES (MODIF. POTENCIA 28/4/03)","PROMOTORA DEL REC DELS QUATRE POBLES, SA",,,"Ribera dUrgellet",ES,1.88,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"SAN MARTIN II","ENERGIA PALENTINA, S.L.",,,"San Martin de Rubiales",ES,0.986,Hydro,,,1999,,,,,"Renewable energy",Hydro,,,,SEDE
CRUANYES,"FLUID ELECTRIC CAMPRODON, S.L.",,,Camprodon,ES,0.207,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"HIDROELECTRICA LA ISABELA","HIDROELECTRICA DE LA ISABELA, S.L.",,,Montoro,ES,1.8,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"PALMOLIVA 98","PALMOLIVA 98, S.A.",,,"San Clemente",ES,0.98,Oil,,,,,,,,"Fossil fuels",Oil,,,,SEDE
"CASA TEJADA","ENERGIA Y RECURSOS AMBIENTALES, S.A.",,,Mazarron,ES,14.8,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
SLIR,"SLIR, S.L.",,,Carcastillo,ES,14.94,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"C.H. RIO LANDRO","SOCIEDAD LUCENSE DE ENERGIA HIDRAULICA Y EOLICA, S.L.",,,Ourol,ES,9.15,Hydro,,,2008,,,,,"Renewable energy",Hydro,,,,SEDE
"SALTO DE PIEDRALAVES","SALTOS DEL TIETAR, S.A.",,,Piedralaves,ES,1.04,Hydro,,,2000,,,,,"Renewable energy",Hydro,,,,SEDE
"COGENERACION MINA ANA","MINERALES Y PRODUCTOS DERIVADOS,S.A.",,,Ribadesella,ES,4.46,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"ROMERO ALVAREZ 1 (TEMPORAL)","ROMERO ALVAREZ, S.A.",,,Alanis,ES,4.4,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"TRATAMIENTO DE PURINES EN CAZANUECOS","ECOENERGIA INTEGRAL, S.A.",,,"Antigua (La)",ES,3.36,"Other or unspecified energy sources",,,,,,,,"Other or unspecified energy sources",,,,,SEDE
ENERALCO,"ENERGIAS ESPECIALES ALCOHOLERAS, S.A.",,,"Argamasilla de Alba",ES,8.88,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"INDUSTRIAS LOSAN","INDUSTRIAS LOSAN, S.A.",,,"Pedro Munoz",ES,3.264,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"VALDUNO II","HIDROMEDIA, S.A.",,,Grado,ES,5,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"CASA FELIX","FELIX HOTEL RESIDENCIA, S.A.",,,Valls,ES,0.434,Oil,,,2000,,,,,"Fossil fuels",Oil,,,,SEDE
"PLANTA TRATAMIENTO DE PURINES DE 25 T/H","SERVICIOS INTEGRALES AHORRO ENERGET.,S.A",,,Fustinana,ES,14.94,"Other or unspecified energy sources",,,,,,,,"Other or unspecified energy sources",,,,,SEDE
"LORCA I","BECOSA ENERGIAS RENOVABLES, S.A.",,,Lorca,ES,13.585,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"REAL ENERGETICA","REAL ENERGETICA, S.L.",,,Sarrion,ES,2.22,Oil,,,,,,,,"Fossil fuels",Oil,,,,SEDE
"LACTEOS DE NAVARRA","LACTEOS DE NAVARRA, S.L.",,,Pamplona/Iruna,ES,4.027,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
OLEXTRA,"OLEXTRA, S.A.",,,"Villanueva de Algaidas",ES,16.647,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
APROFURSA,"APROVECHAMIENTOS ENERGETICOS FURESA, SA.",,,Alcantarilla,ES,6.352,Oil,,,1999,,,,,"Fossil fuels",Oil,,,,SEDE
SAJUSA,"ENERGYWORKS SAN MILLAN, S.L.",,,"San Millan de los Caballeros",ES,7.4,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
LERIN,"ACCIONA ENERGIA, S.A.",,,Allo,ES,1.162,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
BAIDES,"EL SALTO DE LA VILLA, S.A.",,,Baides,ES,0.23,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"MOLLET DEL VALLES","LEFA, S.A.",,,"Mollet del Valles",ES,1.4,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
IKAZTEGIETA,"GOIKO URA, S.L.",,,Ikaztegieta,ES,0.687,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
